"","when","temperature","wind_speed","wind_dir","rel_humidity","pressure","solar_radiation","rainfall"
"16563",2015-04-26 00:20:00,5.228,1.555,356.3,52.24,974,0,0
"16564",2015-04-26 00:30:00,4.804,0.981,348.7,53.39,974,0,0
"16565",2015-04-26 00:40:00,4.67,1.343,348.6,53.33,974,0,0
"16566",2015-04-26 00:50:00,4.75,1.143,332.6,53.58,974,0,0
"16567",2015-04-26 01:00:00,4.846,0.954,338.7,54.09,974,0,0
"16568",2015-04-26 01:10:00,5.124,1.086,344.1,53.6,974,0,0
"16569",2015-04-26 01:20:00,5.423,0.998,339.7,52.98,973,0,0
"16570",2015-04-26 01:30:00,5.604,0.886,336.9,52.53,973,0,0
"16571",2015-04-26 01:40:00,5.697,0.931,337.6,52.25,973,0,0
"16572",2015-04-26 01:50:00,5.821,1.142,340.9,51.82,973,0,0
"16573",2015-04-26 02:00:00,5.909,1.091,331.5,51.71,973,0,0
"16574",2015-04-26 02:10:00,5.893,0.886,335.2,51.89,973,0,0
"16575",2015-04-26 02:20:00,5.846,0.84,336.9,52,973,0,0
"16576",2015-04-26 02:30:00,5.863,1.134,337.7,51.68,973,0,0
"16577",2015-04-26 02:40:00,5.903,0.811,334.6,52.01,973,0,0
"16578",2015-04-26 02:50:00,5.856,0.783,336.8,52.14,973,0,0
"16579",2015-04-26 03:00:00,5.893,0.894,330,52.29,973,0,0
"16580",2015-04-26 03:10:00,5.968,1.063,330.7,52.2,973,0,0
"16581",2015-04-26 03:20:00,6.042,1.098,334.9,52.17,973,0,0
"16582",2015-04-26 03:30:00,6.108,1.092,333.7,52.11,973,0,0
"16583",2015-04-26 03:40:00,6.138,1.037,332.4,52.12,973,0,0
"16584",2015-04-26 03:50:00,6.164,0.956,328.9,52.08,973,0,0
"16585",2015-04-26 04:00:00,6.142,0.892,330.2,52.29,973,0,0
"16586",2015-04-26 04:10:00,6.152,0.775,330.4,52.16,973,0,0
"16587",2015-04-26 04:20:00,6.108,0.46,328.4,52.52,973,0,0
"16588",2015-04-26 04:30:00,5.992,0.446,323.8,52.87,973,0,0
"16589",2015-04-26 04:40:00,5.966,0.496,327.7,52.9,973,0,0
"16590",2015-04-26 04:50:00,5.986,0.547,327,52.88,973,0,0
"16591",2015-04-26 05:00:00,5.996,0.535,332.7,52.9,973,0.766,0
"16592",2015-04-26 05:10:00,6.032,0.666,338.2,52.82,973,2.66,0
"16593",2015-04-26 05:20:00,6.084,0.804,339,52.65,973,6.293,0
"16594",2015-04-26 05:30:00,6.082,0.499,333,52.94,974,10.56,0
"16595",2015-04-26 05:40:00,6.06,0.604,335.3,53.04,974,17.1,0
"16596",2015-04-26 05:50:00,6.153,0.563,336.5,53.09,974,25.2,0
"16597",2015-04-26 06:00:00,6.285,0.694,342.1,52.69,974,38.78,0
"16598",2015-04-26 06:10:00,6.457,0.791,332.6,52.44,974,54.45,0
"16599",2015-04-26 06:20:00,6.613,0.803,334.5,52.3,974,67.11,0
"16600",2015-04-26 06:30:00,6.772,0.949,337.8,52.24,974,80.7,0
"16601",2015-04-26 06:40:00,6.955,0.917,339.6,52.22,974,86.2,0
"16602",2015-04-26 06:50:00,7.134,1.312,335.7,52.03,974,92.5,0
"16603",2015-04-26 07:00:00,7.307,1.167,333.3,51.84,973,103.7,0
"16604",2015-04-26 07:10:00,7.494,0.993,338.2,51.86,973,127.6,0
"16605",2015-04-26 07:20:00,7.741,1.018,338.9,51.73,973,154.9,0
"16606",2015-04-26 07:30:00,8.03,1.174,340.5,51.07,973,203.1,0
"16607",2015-04-26 07:40:00,8.41,1.029,337.6,50.68,973,250.5,0
"16608",2015-04-26 07:50:00,8.84,1.416,332.9,49.8,973,289.4,0
"16609",2015-04-26 08:00:00,9.11,1.877,351.9,49.48,973,341.4,0
"16610",2015-04-26 08:10:00,9.36,1.934,4.532,48.84,973,348.9,0
"16611",2015-04-26 08:20:00,9.61,1.817,353.1,48.06,973,364.4,0
"16612",2015-04-26 08:30:00,9.83,1.213,357.3,47.44,973,349.6,0
"16613",2015-04-26 08:40:00,10.41,1.189,342.3,45.61,973,341.3,0
"16614",2015-04-26 08:50:00,10.29,2.126,355.8,44.84,973,366.4,0
"16615",2015-04-26 09:00:00,10.26,2.129,355.7,44.45,973,411.8,0
"16616",2015-04-26 09:10:00,10.48,2.074,356.3,43.91,973,424.3,0
"16617",2015-04-26 09:20:00,10.82,1.704,339,43.16,973,448.9,0
"16618",2015-04-26 09:30:00,11.09,2.315,15.75,42.52,973,473.6,0
"16619",2015-04-26 09:40:00,11.33,1.512,355,41.41,973,489.9,0
"16620",2015-04-26 09:50:00,11.82,1.547,356.6,39.49,973,350.4,0
"16621",2015-04-26 10:00:00,11.42,1.642,34.02,40.58,973,298.3,0
"16622",2015-04-26 10:10:00,11.29,1.547,351.1,40.31,973,310.7,0
"16623",2015-04-26 10:20:00,11.49,1.045,331.3,39.07,973,237.7,0
"16624",2015-04-26 10:30:00,11.28,1.623,348,39.66,973,238.9,0
"16625",2015-04-26 10:40:00,10.96,1.288,337.1,39.97,973,228.2,0
"16626",2015-04-26 10:50:00,11.17,1.616,345.5,40.11,973,301.2,0
"16627",2015-04-26 11:00:00,11.15,1.986,343.5,39.84,973,302.8,0
"16628",2015-04-26 11:10:00,11.17,1.296,350.1,39.29,973,259.4,0
"16629",2015-04-26 11:20:00,11.16,1.911,342.5,38.6,973,272.6,0
"16630",2015-04-26 11:30:00,11.13,2.139,354.1,39.28,973,265.9,0
"16631",2015-04-26 11:40:00,11.04,2.326,342.3,39.7,973,242.5,0
"16632",2015-04-26 11:50:00,10.93,2.097,334.1,39.45,973,255.1,0
"16633",2015-04-26 12:00:00,11.05,2.184,320.5,39.32,973,257.6,0
"16634",2015-04-26 12:10:00,10.95,2.282,313.8,39.49,973,192.3,0
"16635",2015-04-26 12:20:00,10.88,1.171,327.6,39.7,973,208.1,0
"16636",2015-04-26 12:30:00,11.13,2.033,327.5,39.96,973,272.3,0
"16637",2015-04-26 12:40:00,11.13,1.674,327.3,38.92,972,310.1,0
"16638",2015-04-26 12:50:00,11.35,2.785,305.9,38.61,972,308.1,0
"16639",2015-04-26 13:00:00,11.39,1.553,334.1,38.38,972,263.8,0
"16640",2015-04-26 13:10:00,11.43,1.604,341.7,38.59,972,246.8,0
"16641",2015-04-26 13:20:00,11.38,2.234,323.8,39.11,972,249.1,0
"16642",2015-04-26 13:30:00,11.26,2.012,327.6,39.51,972,192.7,0
"16643",2015-04-26 13:40:00,11.11,2.383,331.8,39.91,972,283.7,0
"16644",2015-04-26 13:50:00,11.17,2.383,322.9,40.55,972,327.6,0
"16645",2015-04-26 14:00:00,11.46,1.885,328,39.96,972,412.4,0
"16646",2015-04-26 14:10:00,11.8,3.285,302.3,38.63,972,527.9,0
"16647",2015-04-26 14:20:00,12.22,2.095,353.7,38.72,972,620.4,0
"16648",2015-04-26 14:30:00,12.8,2.379,315.3,37.58,972,650.3,0
"16649",2015-04-26 14:40:00,12.77,2.488,310.8,35.98,972,278.7,0
"16650",2015-04-26 14:50:00,12.12,2.092,350.1,37.25,972,152.3,0
"16651",2015-04-26 15:00:00,11.67,2.438,14.5,38.84,972,155.1,0
"16652",2015-04-26 15:10:00,11.56,1.151,329.6,39.29,972,169.4,0
"16653",2015-04-26 15:20:00,11.64,1.729,344.2,39.45,972,160,0
"16654",2015-04-26 15:30:00,11.56,1.46,317.7,39.32,972,168,0
"16655",2015-04-26 15:40:00,11.7,1.199,314.4,39.45,972,184.7,0
"16656",2015-04-26 15:50:00,11.73,2.047,303.1,38.97,972,147.8,0
"16657",2015-04-26 16:00:00,11.54,1.656,323.3,39.15,972,86.6,0
"16658",2015-04-26 16:10:00,11.39,1.258,326.5,39.1,972,77.07,0
"16659",2015-04-26 16:20:00,11.44,1.106,336.4,39.29,972,125.4,0
"16660",2015-04-26 16:30:00,11.61,1.619,326.9,39.15,972,86.1,0
"16661",2015-04-26 16:40:00,11.59,1.507,324.5,38.87,972,73.3,0
"16662",2015-04-26 16:50:00,11.54,2.136,318.6,39.01,972,81.3,0
"16663",2015-04-26 17:00:00,11.45,2.884,306.6,39.36,972,103,0
"16664",2015-04-26 17:10:00,11.38,2.023,306.3,39.84,972,96.9,0
"16665",2015-04-26 17:20:00,11.34,2.194,307.2,40.04,972,75.2,0
"16666",2015-04-26 17:30:00,11.19,2.48,318.1,40.31,972,57.88,0
"16667",2015-04-26 17:40:00,11.02,1.75,310.9,40.78,972,43.61,0
"16668",2015-04-26 17:50:00,10.85,1.357,310.4,41.25,972,28.03,0
"16669",2015-04-26 18:00:00,10.74,1.453,318.7,41.58,972,17.95,0
"16670",2015-04-26 18:10:00,10.63,1.763,312.4,41.9,972,13.24,0
"16671",2015-04-26 18:20:00,10.51,1.84,310.9,42.19,972,9.28,0
"16672",2015-04-26 18:30:00,10.44,1.862,315.5,42.38,972,5.468,0
"16673",2015-04-26 18:40:00,10.29,1.449,303.1,42.84,972,1.289,0
"16674",2015-04-26 18:50:00,10.23,1.651,312,43.18,972,0.07,0
"16675",2015-04-26 19:00:00,10.09,1.14,323.5,43.57,972,0,0
"16676",2015-04-26 19:10:00,10.03,1.669,323.3,43.85,972,0,0
"16677",2015-04-26 19:20:00,9.99,1.691,319.8,44.18,972,0,0
"16678",2015-04-26 19:30:00,9.87,1.388,317.4,44.66,972,0,0
"16679",2015-04-26 19:40:00,9.8,1.599,318.6,44.85,972,0,0
"16680",2015-04-26 19:50:00,9.75,1.368,317.3,44.97,972,0,0
"16681",2015-04-26 20:00:00,9.67,1.224,310.9,45.3,972,0,0
"16682",2015-04-26 20:10:00,9.55,1.412,316.9,45.69,972,0,0
"16683",2015-04-26 20:20:00,9.53,1.618,310,45.84,972,0,0
"16684",2015-04-26 20:30:00,9.52,1.78,311.6,45.93,972,0,0
"16685",2015-04-26 20:40:00,9.46,1.442,313.6,46.27,972,0,0
"16686",2015-04-26 20:50:00,9.4,1.696,311.8,46.46,972,0,0
"16687",2015-04-26 21:00:00,9.41,1.997,310.6,46.62,972,0,0
"16688",2015-04-26 21:10:00,9.32,1.438,314.6,46.97,972,0,0
"16689",2015-04-26 21:20:00,9.23,1.376,315,47.2,972,0,0
"16690",2015-04-26 21:30:00,9.15,1.157,322,47.45,972,0,0
"16691",2015-04-26 21:40:00,9.04,1.004,315.7,47.87,972,0,0
"16692",2015-04-26 21:50:00,8.94,1.241,319.2,48.15,972,0,0
"16693",2015-04-26 22:00:00,8.89,1.062,323.8,48.39,972,0,0
"16694",2015-04-26 22:10:00,8.85,0.892,321,48.64,972,0,0
"16695",2015-04-26 22:20:00,8.74,0.855,318.4,48.89,972,0,0
"16696",2015-04-26 22:30:00,8.65,0.837,317.8,49.21,972,0,0
"16697",2015-04-26 22:40:00,8.52,0.968,319.2,49.51,972,0,0
"16698",2015-04-26 22:50:00,8.5,0.95,321.5,49.84,972,0,0
"16699",2015-04-26 23:00:00,8.42,0.928,319,49.96,972,0,0
"16700",2015-04-26 23:10:00,8.38,1.053,322.7,50.26,972,0,0
"16701",2015-04-26 23:20:00,8.38,1.004,325.1,50.44,972,0,0
"16702",2015-04-26 23:30:00,8.32,0.877,335.7,50.69,972,0,0
"16703",2015-04-26 23:40:00,8.35,1.371,350.5,50.57,972,0,0
"16704",2015-04-26 23:50:00,8.38,1.344,344.5,50.54,972,0,0
"16705",2015-04-27 00:00:00,8.23,1.091,316.4,50.98,972,0,0
"16706",2015-04-27 00:10:00,8.05,0.711,307.6,51.94,972,0,0
"16707",2015-04-27 00:20:00,7.832,0.861,317.3,52.78,972,0,0
"16708",2015-04-27 00:30:00,7.776,0.907,318.6,52.83,972,0,0
"16709",2015-04-27 00:40:00,7.781,0.8,315.9,53.1,972,0,0
"16710",2015-04-27 00:50:00,7.608,0.705,306.3,54.07,972,0,0
"16711",2015-04-27 01:00:00,7.455,0.725,311.9,54.38,972,0,0
"16712",2015-04-27 01:10:00,7.558,0.994,319,54.03,972,0,0
"16713",2015-04-27 01:20:00,7.652,0.988,317.6,54.04,972,0,0
"16714",2015-04-27 01:30:00,7.598,1.074,323.8,54.51,972,0,0
"16715",2015-04-27 01:40:00,7.535,0.862,320.2,54.83,972,0,0
"16716",2015-04-27 01:50:00,7.402,0.944,339,55.16,972,0,0
"16717",2015-04-27 02:00:00,7.434,1.377,342.5,55.04,972,0,0
"16718",2015-04-27 02:10:00,7.474,1.327,329.2,55.19,972,0,0
"16719",2015-04-27 02:20:00,7.404,1.126,338.3,55.68,972,0,0
"16720",2015-04-27 02:30:00,7.332,1.308,337.4,55.88,972,0,0
"16721",2015-04-27 02:40:00,7.31,1.408,322.4,55.89,972,0,0
"16722",2015-04-27 02:50:00,7.142,0.897,304.6,57.14,972,0,0
"16723",2015-04-27 03:00:00,6.969,1.062,307.8,58.08,972,0,0
"16724",2015-04-27 03:10:00,6.933,1.389,313.9,57.88,971,0,0
"16725",2015-04-27 03:20:00,6.928,1.516,312.6,58.47,971,0,0
"16726",2015-04-27 03:30:00,6.918,1.368,308,58.57,971,0,0
"16727",2015-04-27 03:40:00,6.842,1.329,308.8,58.66,971,0,0
"16728",2015-04-27 03:50:00,6.734,1.411,315.7,58.79,971,0,0
"16729",2015-04-27 04:00:00,6.638,1.186,309.7,59.29,971,0,0
"16730",2015-04-27 04:10:00,6.567,1.384,313,59.42,971,0,0
"16731",2015-04-27 04:20:00,6.519,1.342,315.3,59.3,971,0,0
"16732",2015-04-27 04:30:00,6.478,1.204,323.5,60.02,971,0,0
"16733",2015-04-27 04:40:00,6.484,1.42,333.7,59.75,971,0,0
"16734",2015-04-27 04:50:00,6.507,1.549,326.4,59.57,971,0.098,0
"16735",2015-04-27 05:00:00,6.526,1.533,317.2,59.92,971,1.206,0
"16736",2015-04-27 05:10:00,6.569,2.097,317.2,59.98,971,4.546,0
"16737",2015-04-27 05:20:00,6.636,2.08,321.7,60.13,971,9.07,0
"16738",2015-04-27 05:30:00,6.659,1.766,326.3,60.48,971,12.75,0
"16739",2015-04-27 05:40:00,6.702,2.008,329.8,60.47,971,13.8,0
"16740",2015-04-27 05:50:00,6.715,1.697,320.8,61.22,971,17.78,0
"16741",2015-04-27 06:00:00,6.706,1.762,317.9,61.56,971,27.26,0
"16742",2015-04-27 06:10:00,6.756,2.017,314.7,61.46,972,40.16,0
"16743",2015-04-27 06:20:00,6.86,2.208,318.6,61.32,972,57.18,0
"16744",2015-04-27 06:30:00,6.967,2.187,328.8,61.17,972,73.81,0
"16745",2015-04-27 06:40:00,7.07,1.63,325.3,61.5,972,80.4,0
"16746",2015-04-27 06:50:00,7.178,1.766,337.9,61.4,972,96.2,0
"16747",2015-04-27 07:00:00,7.304,1.665,343.1,61.17,972,114.5,0
"16748",2015-04-27 07:10:00,7.425,2.214,341,60.52,972,127.5,0
"16749",2015-04-27 07:20:00,7.539,1.696,327.9,61.09,972,134.1,0
"16750",2015-04-27 07:30:00,7.68,2.289,319.9,60.55,972,153,0
"16751",2015-04-27 07:40:00,7.818,1.986,325,60.56,972,192.9,0
"16752",2015-04-27 07:50:00,8.08,2.104,319,60.13,972,230.6,0
"16753",2015-04-27 08:00:00,8.35,2.092,313.5,59.49,972,268.9,0
"16754",2015-04-27 08:10:00,8.71,1.857,327.2,58.49,972,302.1,0
"16755",2015-04-27 08:20:00,9.18,1.828,323.3,57.14,971,347.7,0
"16756",2015-04-27 08:30:00,9.51,3.339,321.7,55.32,971,376.5,0
"16757",2015-04-27 08:40:00,9.57,2.87,329,54.89,971,360,0
"16758",2015-04-27 08:50:00,9.81,2.848,344.7,54.65,972,434.4,0
"16759",2015-04-27 09:00:00,10.27,2.683,351.9,53.96,972,506.6,0
"16760",2015-04-27 09:10:00,10.76,2.505,340.8,53.01,972,521.7,0
"16761",2015-04-27 09:20:00,11.33,2.473,343.5,51.98,972,610,0
"16762",2015-04-27 09:30:00,11.15,2.504,339.3,50.42,972,339.3,0
"16763",2015-04-27 09:40:00,10.94,2.886,346.2,50.33,972,561.5,0
"16764",2015-04-27 09:50:00,11.76,3.268,350.8,48.95,972,812,0
"16765",2015-04-27 10:00:00,12.35,2.746,342.6,47.49,972,836,0
"16766",2015-04-27 10:10:00,12.67,3.61,343.8,46.56,971,1043,0
"16767",2015-04-27 10:20:00,13.07,3.499,350,45.21,971,830,0
"16768",2015-04-27 10:30:00,12.56,2.821,331.9,44.76,971,408.5,0
"16769",2015-04-27 10:40:00,11.94,2.43,334.9,45.5,971,366.5,0
"16770",2015-04-27 10:50:00,11.8,2.761,323.8,45.76,971,252.6,0
"16771",2015-04-27 11:00:00,11.46,2.202,308.8,46.1,971,316.4,0
"16772",2015-04-27 11:10:00,11.5,2.284,327.7,46.42,971,251.6,0
"16773",2015-04-27 11:20:00,11.46,2.669,323.5,46.55,971,224.4,0
"16774",2015-04-27 11:30:00,11.33,2.559,325.1,47.13,971,244.3,0
"16775",2015-04-27 11:40:00,11.3,2.515,335.4,47.42,971,259.9,0
"16776",2015-04-27 11:50:00,11.56,3.553,347.9,47.31,971,388.9,0
"16777",2015-04-27 12:00:00,11.79,2.411,334.1,46.97,971,342.3,0
"16778",2015-04-27 12:10:00,12.17,2.439,323.6,45.59,971,497.9,0
"16779",2015-04-27 12:20:00,12.66,3.253,324.1,44.2,971,592.2,0
"16780",2015-04-27 12:30:00,12.9,3.402,327.6,43.62,971,627.7,0
"16781",2015-04-27 12:40:00,13.34,2.736,322.7,42.5,971,547.1,0
"16782",2015-04-27 12:50:00,13.43,2.561,340.9,41.99,971,472.2,0
"16783",2015-04-27 13:00:00,13.04,3.138,326.1,42.08,971,381,0
"16784",2015-04-27 13:10:00,12.88,3.171,334.1,42.43,971,415.7,0
"16785",2015-04-27 13:20:00,13.2,3.241,335.6,42,971,635.5,0
"16786",2015-04-27 13:30:00,13.14,3.723,325.9,41.09,971,319.5,0
"16787",2015-04-27 13:40:00,12.56,3.23,323,42.11,971,280.9,0
"16788",2015-04-27 13:50:00,12.44,4.197,324.7,43.03,970,472.1,0
"16789",2015-04-27 14:00:00,12.7,3.241,331.7,42.55,970,300.2,0
"16790",2015-04-27 14:10:00,12.55,3.246,330.6,42.79,970,340.3,0
"16791",2015-04-27 14:20:00,12.68,3.369,332.3,42.71,970,386.1,0
"16792",2015-04-27 14:30:00,12.75,3.425,344.9,42.69,970,344.9,0
"16793",2015-04-27 14:40:00,12.5,3.863,331.2,43.22,970,253.7,0
"16794",2015-04-27 14:50:00,12.26,3.342,326.6,43.91,970,380.2,0
"16795",2015-04-27 15:00:00,12.39,3.849,329,43.92,970,287.4,0
"16796",2015-04-27 15:10:00,12.13,4.258,336.5,44.47,971,314.5,0
"16797",2015-04-27 15:20:00,11.97,3.533,353.5,45.02,971,211.2,0
"16798",2015-04-27 15:30:00,11.85,3.8,350.2,45.64,971,269.6,0
"16799",2015-04-27 15:40:00,11.78,4.033,343.1,46.07,971,286.9,0
"16800",2015-04-27 15:50:00,11.87,3.194,338.7,46.18,971,272.6,0
"16801",2015-04-27 16:00:00,11.98,3.253,341.1,46.34,971,414.3,0
"16802",2015-04-27 16:10:00,12.28,3.913,344.9,45.86,971,359.3,0
"16803",2015-04-27 16:20:00,11.76,2.945,336.7,46.79,971,190,0
"16804",2015-04-27 16:30:00,11.41,2.989,348.4,48.43,971,205.1,0
"16805",2015-04-27 16:40:00,11.36,2.887,339.9,49.02,971,177.8,0
"16806",2015-04-27 16:50:00,11.1,3.626,349.4,49.86,971,214,0
"16807",2015-04-27 17:00:00,11.01,3.256,338.3,50.74,971,131.2,0
"16808",2015-04-27 17:10:00,10.69,3.119,341.3,51.87,972,134.1,0
"16809",2015-04-27 17:20:00,10.5,3.165,340.3,52.97,972,87.4,0
"16810",2015-04-27 17:30:00,10.24,2.586,331.7,54.49,972,48.05,0
"16811",2015-04-27 17:40:00,10.03,3.14,342.8,55.34,972,32.11,0
"16812",2015-04-27 17:50:00,9.85,3.327,334.4,56.68,972,34.42,0
"16813",2015-04-27 18:00:00,9.78,2.027,338.2,57.71,972,39.58,0
"16814",2015-04-27 18:10:00,9.88,2.498,334,58.2,972,37.62,0
"16815",2015-04-27 18:20:00,9.68,2.667,342.9,58.94,972,13.93,0
"16816",2015-04-27 18:30:00,9.5,2.534,335.3,59.88,972,8.33,0
"16817",2015-04-27 18:40:00,9.34,2.356,340,60.88,972,6.77,0
"16818",2015-04-27 18:50:00,9.21,2.419,329.8,61.89,972,2.226,0
"16819",2015-04-27 19:00:00,9.13,2.132,330.9,62.65,972,0.084,0
"16820",2015-04-27 19:10:00,9.08,2.385,332.7,63.28,973,0,0
"16821",2015-04-27 19:20:00,9.05,2.36,333.5,63.66,973,0,0
"16822",2015-04-27 19:30:00,9.03,2.696,337.2,63.71,973,0,0
"16823",2015-04-27 19:40:00,9.06,2.814,342.1,63.8,973,0,0
"16824",2015-04-27 19:50:00,9.06,2.742,338.5,64.32,973,0,0
"16825",2015-04-27 20:00:00,8.99,2.615,345.7,65.11,973,0,0
"16826",2015-04-27 20:10:00,8.93,3.465,352.5,64.82,973,0,0
"16827",2015-04-27 20:20:00,8.87,3.51,357,64.57,973,0,0
"16828",2015-04-27 20:30:00,8.88,2.694,354.4,65.24,973,0,0
"16829",2015-04-27 20:40:00,8.97,3.229,343.3,65.63,973,0,0
"16830",2015-04-27 20:50:00,8.9,2.89,343.4,67.25,973,0,0
"16831",2015-04-27 21:00:00,8.72,2.888,345.4,69.27,973,0,0
"16832",2015-04-27 21:10:00,8.42,3.175,348.1,71.18,973,0,0
"16833",2015-04-27 21:20:00,8.21,3.055,340.4,73.4,973,0,0
"16834",2015-04-27 21:30:00,7.904,3.144,350.6,74.33,973,0,0
"16835",2015-04-27 21:40:00,7.894,2.456,348.9,74.98,973,0,0
"16836",2015-04-27 21:50:00,8.01,3.586,354.3,72.91,973,0,0
"16837",2015-04-27 22:00:00,8,2.733,352.8,71.88,973,0,0
"16838",2015-04-27 22:10:00,7.957,2.612,353.6,71.45,973,0,0
"16839",2015-04-27 22:20:00,7.955,2.225,352.4,70.56,973,0,0
"16840",2015-04-27 22:30:00,7.971,2.32,353.8,69.25,973,0,0
"16841",2015-04-27 22:40:00,7.899,2.154,348.2,68.83,973,0,0
"16842",2015-04-27 22:50:00,7.861,1.88,344.6,68.7,973,0,0
"16843",2015-04-27 23:00:00,7.794,2.084,347.8,68.59,973,0,0
"16844",2015-04-27 23:10:00,7.763,1.649,341.1,67.74,973,0,0
"16845",2015-04-27 23:20:00,7.641,1.567,348.6,67.49,974,0,0
"16846",2015-04-27 23:30:00,7.677,1.486,345.5,67.57,974,0,0
"16847",2015-04-27 23:40:00,7.62,1.782,340.9,67.37,973,0,0
"16848",2015-04-27 23:50:00,7.527,1.863,344.1,67.21,973,0,0
"16849",2015-04-28 00:00:00,7.382,1.649,340.8,67.18,973,0,0
"16850",2015-04-28 00:10:00,7.269,1.835,346.6,67.15,973,0,0
"16851",2015-04-28 00:20:00,7.316,1.916,350.1,66.18,973,0,0
"16852",2015-04-28 00:30:00,7.258,1.634,343.6,65.99,973,0,0
"16853",2015-04-28 00:40:00,7.169,2.159,345.1,65.92,973,0,0
"16854",2015-04-28 00:50:00,7.109,2.278,341.6,65.92,973,0,0
"16855",2015-04-28 01:00:00,7.136,2.136,341.5,65.58,973,0,0
"16856",2015-04-28 01:10:00,7.132,2.172,338.1,65.23,973,0,0
"16857",2015-04-28 01:20:00,7.039,1.774,341.1,65.3,973,0,0
"16858",2015-04-28 01:30:00,6.964,2.162,343.2,65.37,973,0,0
"16859",2015-04-28 01:40:00,6.857,1.52,344,65.66,973,0,0
"16860",2015-04-28 01:50:00,6.769,1.716,344.6,65.82,973,0,0
"16861",2015-04-28 02:00:00,6.767,2.313,340.6,65.98,973,0,0
"16862",2015-04-28 02:10:00,6.763,1.699,342.4,66.09,973,0,0
"16863",2015-04-28 02:20:00,6.649,1.855,339.3,66.36,973,0,0
"16864",2015-04-28 02:30:00,6.619,2.124,343.7,66.49,974,0,0
"16865",2015-04-28 02:40:00,6.558,1.953,344.3,66.53,974,0,0
"16866",2015-04-28 02:50:00,6.505,1.924,346.5,66.74,974,0,0
"16867",2015-04-28 03:00:00,6.446,2.168,348.7,66.85,974,0,0
"16868",2015-04-28 03:10:00,6.499,2.527,351,66.71,974,0,0
"16869",2015-04-28 03:20:00,6.47,2.258,347.7,66.8,974,0,0
"16870",2015-04-28 03:30:00,6.421,2.25,346.5,66.86,974,0,0
"16871",2015-04-28 03:40:00,6.349,2.667,350.1,66.69,974,0,0
"16872",2015-04-28 03:50:00,6.327,2.183,351.4,66.42,974,0,0
"16873",2015-04-28 04:00:00,6.223,1.839,336.1,66.49,974,0,0
"16874",2015-04-28 04:10:00,6.078,1.863,341.3,66.98,974,0,0
"16875",2015-04-28 04:20:00,5.938,1.418,334.8,67.45,975,0,0
"16876",2015-04-28 04:30:00,5.901,1.678,344.8,67.83,975,0,0
"16877",2015-04-28 04:40:00,5.866,1.362,356.5,68.04,975,0,0
"16878",2015-04-28 04:50:00,5.871,1.53,347.8,68.13,975,0.045,0
"16879",2015-04-28 05:00:00,5.903,1.82,349.9,68.12,975,2.961,0
"16880",2015-04-28 05:10:00,6.006,1.975,351.4,68.11,975,9.56,0
"16881",2015-04-28 05:20:00,5.959,1.762,348.4,68.26,976,15.6,0
"16882",2015-04-28 05:30:00,5.997,2.074,356.4,68.4,976,23.26,0
"16883",2015-04-28 05:40:00,6.418,2.364,346.7,68.42,976,24.74,0
"16884",2015-04-28 05:50:00,6.902,2.454,349.6,66.93,976,45,0
"16885",2015-04-28 06:00:00,6.789,1.993,0.167,65.95,976,58.87,0
"16886",2015-04-28 06:10:00,6.906,2.032,345.4,66.2,976,165.5,0
"16887",2015-04-28 06:20:00,7.34,2.391,353.6,64.73,976,205.4,0
"16888",2015-04-28 06:30:00,7.462,2.456,358.1,64.72,976,220.8,0
"16889",2015-04-28 06:40:00,7.87,2.965,358.8,63.86,976,201.3,0
"16890",2015-04-28 06:50:00,8.45,2.47,357.9,61.09,976,253.7,0
"16891",2015-04-28 07:00:00,8.72,3.532,2.819,59.94,976,316.6,0
"16892",2015-04-28 07:10:00,8.84,3.085,11.56,59.44,976,288.2,0
"16893",2015-04-28 07:20:00,8.78,2.761,15.05,59.49,977,252.2,0
"16894",2015-04-28 07:30:00,9.3,1.937,13.87,58.26,977,460.9,0
"16895",2015-04-28 07:40:00,9.95,2.125,9.08,55.51,977,284.1,0
"16896",2015-04-28 07:50:00,9.6,2.823,9.99,56.35,977,417.2,0
"16897",2015-04-28 08:00:00,9.82,2.83,359.8,56,977,420.2,0
"16898",2015-04-28 08:10:00,10.4,2.86,11.25,54.79,977,485.4,0
"16899",2015-04-28 08:20:00,9.94,3.515,14.29,53.59,977,286.7,0
"16900",2015-04-28 08:30:00,9.61,3.606,12.68,54.88,977,396.1,0
"16901",2015-04-28 08:40:00,9.78,3.145,14.89,54.93,977,396.4,0
"16902",2015-04-28 08:50:00,10.07,3.894,21.5,54.32,977,514.6,0
"16903",2015-04-28 09:00:00,10.15,2.818,23.85,53.19,977,581,0
"16904",2015-04-28 09:10:00,10.63,3.443,22.68,52.76,977,568.3,0
"16905",2015-04-28 09:20:00,10.95,2.921,28.42,52.24,977,842,0
"16906",2015-04-28 09:30:00,11.52,3.052,348.2,49.21,977,603.2,0
"16907",2015-04-28 09:40:00,11.64,2.875,353.4,48.07,977,766.5,0
"16908",2015-04-28 09:50:00,12.02,2.981,357.5,47.07,977,847,0
"16909",2015-04-28 10:00:00,12.31,3.359,352.9,47.04,977,757.5,0
"16910",2015-04-28 10:10:00,12.23,2.981,3.474,44.18,977,821,0
"16911",2015-04-28 10:20:00,12.65,2.401,347.9,43.48,976,683.3,0
