,name,year,month,day,hour,lat,long,pressure,wind,type,seasday
376,Karen,1995,9,1,18,26.6,-54.3,1001,35,Tropical Storm,93
377,Karen,1995,9,2,0,28.4,-55.6,1001,35,Tropical Storm,94
378,Karen,1995,9,2,6,29.9,-57.1,1001,35,Tropical Storm,94
379,Karen,1995,9,2,12,31.2,-59.2,1001,30,Tropical Depression,94
380,Karen,1995,9,2,18,32.4,-61.9,1001,30,Tropical Depression,94
381,Karen,1995,9,3,0,33,-61.5,1002,30,Tropical Depression,95
382,Luis,1995,8,27,12,11.3,-22.7,1010,25,Tropical Depression,88
383,Luis,1995,8,27,18,11.1,-23.8,1010,25,Tropical Depression,88
384,Luis,1995,8,28,0,11,-24.3,1009,25,Tropical Depression,89
385,Luis,1995,8,28,6,10.9,-24.9,1009,25,Tropical Depression,89
386,Luis,1995,8,28,12,11.1,-26,1008,30,Tropical Depression,89
387,Luis,1995,8,28,18,11.4,-27.5,1008,30,Tropical Depression,89
388,Luis,1995,8,29,0,11.6,-29,1005,35,Tropical Storm,90
389,Luis,1995,8,29,6,11.8,-30.5,1000,40,Tropical Storm,90
390,Luis,1995,8,29,12,12.2,-31.9,1000,40,Tropical Storm,90
391,Luis,1995,8,29,18,12.7,-33.1,1003,40,Tropical Storm,90
392,Luis,1995,8,30,0,13,-34.2,1005,40,Tropical Storm,91
393,Luis,1995,8,30,6,13.2,-35.3,1005,45,Tropical Storm,91
394,Luis,1995,8,30,12,13.4,-36.2,1005,55,Tropical Storm,91
395,Luis,1995,8,30,18,13.7,-37,1002,65,Hurricane,91
396,Luis,1995,8,31,0,14,-37.9,998,70,Hurricane,92
397,Luis,1995,8,31,6,14.3,-38.8,992,80,Hurricane,92
398,Luis,1995,8,31,12,14.6,-39.7,979,85,Hurricane,92
399,Luis,1995,8,31,18,15,-40.7,971,95,Hurricane,92
400,Luis,1995,9,1,0,15.4,-41.7,965,100,Hurricane,93
401,Luis,1995,9,1,6,15.8,-42.6,958,105,Hurricane,93
402,Luis,1995,9,1,12,16.2,-43.6,950,115,Hurricane,93
403,Luis,1995,9,1,18,16.5,-44.7,948,115,Hurricane,93
404,Luis,1995,9,2,0,16.8,-45.8,948,115,Hurricane,94
405,Luis,1995,9,2,6,17,-46.9,948,115,Hurricane,94
406,Luis,1995,9,2,12,17.2,-48,948,115,Hurricane,94
407,Luis,1995,9,2,18,17.3,-49.2,948,115,Hurricane,94
408,Luis,1995,9,3,0,17.3,-50.5,948,115,Hurricane,95
409,Luis,1995,9,3,6,17.4,-51.8,948,120,Hurricane,95
410,Luis,1995,9,3,12,17.3,-53.1,948,120,Hurricane,95
411,Luis,1995,9,3,18,17.3,-54.3,945,120,Hurricane,95
412,Luis,1995,9,4,0,17.1,-55.6,942,120,Hurricane,96
413,Luis,1995,9,4,6,17,-56.8,940,120,Hurricane,96
414,Luis,1995,9,4,12,17,-58,945,120,Hurricane,96
415,Luis,1995,9,4,18,17,-59.1,943,120,Hurricane,96
416,Luis,1995,9,5,0,17.1,-60.1,940,120,Hurricane,97
417,Luis,1995,9,5,6,17.3,-61,939,120,Hurricane,97
418,Luis,1995,9,5,12,17.5,-61.7,945,115,Hurricane,97
419,Luis,1995,9,5,18,18,-62.4,944,115,Hurricane,97
420,Luis,1995,9,6,0,18.4,-63,942,115,Hurricane,98
421,Luis,1995,9,6,6,18.9,-63.6,939,115,Hurricane,98
422,Luis,1995,9,6,12,19.4,-64.2,943,115,Hurricane,98
423,Luis,1995,9,6,18,20.1,-64.9,940,115,Hurricane,98
424,Luis,1995,9,7,0,20.7,-65.4,938,115,Hurricane,99
425,Luis,1995,9,7,6,21.3,-66,936,115,Hurricane,99
426,Luis,1995,9,7,12,22,-66.6,941,110,Hurricane,99
427,Luis,1995,9,7,18,22.8,-67.2,938,110,Hurricane,99
428,Luis,1995,9,8,0,24.3,-68,935,110,Hurricane,100
429,Luis,1995,9,8,6,25.8,-68.8,939,110,Hurricane,100
430,Luis,1995,9,8,12,26.4,-69.3,941,105,Hurricane,100
431,Luis,1995,9,8,18,26.5,-69.5,944,100,Hurricane,100
432,Luis,1995,9,9,0,27.1,-69.8,945,95,Hurricane,101
433,Luis,1995,9,9,6,29.1,-69.5,949,90,Hurricane,101
434,Luis,1995,9,9,12,31,-69.1,952,85,Hurricane,101
435,Luis,1995,9,9,18,32.7,-68.6,955,85,Hurricane,101
436,Luis,1995,9,10,0,34.5,-67.2,959,85,Hurricane,102
437,Luis,1995,9,10,6,36.5,-65.4,963,85,Hurricane,102
438,Luis,1995,9,10,12,38.4,-63.7,961,80,Hurricane,102
439,Luis,1995,9,10,18,40.9,-60.9,966,80,Hurricane,102
440,Luis,1995,9,11,0,43.9,-57.7,965,80,Hurricane,103
441,Luis,1995,9,11,6,47.1,-54.2,963,80,Hurricane,103
442,Luis,1995,9,11,12,51.5,-48.5,960,70,Extratropical,103
443,Luis,1995,9,11,18,55,-46,958,60,Extratropical,103
444,Luis,1995,9,12,0,57,-45,955,60,Extratropical,104
445,Luis,1995,9,12,6,58,-44,950,60,Extratropical,104
446,Luis,1995,9,12,12,59,-42,955,60,Extratropical,104
447,Luis,1995,9,12,18,60,-40,960,50,Extratropical,104
448,Marilyn,1995,9,12,18,11.7,-50.9,1006,30,Tropical Depression,104
449,Marilyn,1995,9,13,0,11.8,-52.7,1004,35,Tropical Storm,105
450,Marilyn,1995,9,13,6,11.9,-54.3,999,45,Tropical Storm,105
451,Marilyn,1995,9,13,12,12.1,-55.4,995,55,Tropical Storm,105
452,Marilyn,1995,9,13,18,12.5,-56.5,990,60,Tropical Storm,105
453,Marilyn,1995,9,14,0,13,-57.7,988,65,Hurricane,106
454,Marilyn,1995,9,14,6,13.5,-58.8,987,70,Hurricane,106
455,Marilyn,1995,9,14,12,14.2,-59.8,986,70,Hurricane,106
456,Marilyn,1995,9,14,18,15,-60.8,983,70,Hurricane,106
457,Marilyn,1995,9,15,0,15.8,-61.7,985,75,Hurricane,107
458,Marilyn,1995,9,15,6,16.5,-62.8,977,80,Hurricane,107
459,Marilyn,1995,9,15,12,16.8,-63.5,974,80,Hurricane,107
460,Marilyn,1995,9,15,18,17.4,-64.2,969,85,Hurricane,107
461,Marilyn,1995,9,16,0,17.9,-64.7,962,90,Hurricane,108
462,Marilyn,1995,9,16,6,18.5,-65.2,952,95,Hurricane,108
463,Marilyn,1995,9,16,12,19,-65.8,951,95,Hurricane,108
464,Marilyn,1995,9,16,18,19.7,-66.4,950,100,Hurricane,108
465,Marilyn,1995,9,17,0,20.4,-67,950,100,Hurricane,109
466,Marilyn,1995,9,17,6,21.2,-67.5,953,95,Hurricane,109
467,Marilyn,1995,9,17,12,22,-68.2,965,80,Hurricane,109
468,Marilyn,1995,9,17,18,22.9,-68.8,968,80,Hurricane,109
469,Marilyn,1995,9,18,0,24,-69.1,963,85,Hurricane,110
470,Marilyn,1995,9,18,6,25,-69.4,965,85,Hurricane,110
471,Marilyn,1995,9,18,12,26.1,-69.5,966,85,Hurricane,110
472,Marilyn,1995,9,18,18,27.2,-69.3,966,80,Hurricane,110
473,Marilyn,1995,9,19,0,28.4,-69,969,80,Hurricane,111
474,Marilyn,1995,9,19,6,29.6,-68.6,970,75,Hurricane,111
475,Marilyn,1995,9,19,12,31,-68.2,976,75,Hurricane,111
476,Marilyn,1995,9,19,18,32.6,-67.7,974,80,Hurricane,111
477,Marilyn,1995,9,20,0,34.2,-66.8,974,80,Hurricane,112
478,Marilyn,1995,9,20,6,35.8,-66.1,976,75,Hurricane,112
479,Marilyn,1995,9,20,12,37.3,-65.2,978,70,Hurricane,112
480,Marilyn,1995,9,20,18,38.3,-64.3,980,70,Hurricane,112
481,Marilyn,1995,9,21,0,39,-63.3,982,65,Hurricane,113
482,Marilyn,1995,9,21,6,39.3,-61.9,984,65,Hurricane,113
483,Marilyn,1995,9,21,12,39.4,-60.6,987,65,Hurricane,113
484,Marilyn,1995,9,21,18,39.6,-59.3,990,60,Tropical Storm,113
485,Marilyn,1995,9,22,0,39.8,-58.3,992,55,Tropical Storm,114
486,Marilyn,1995,9,22,6,39.7,-57.6,994,55,Extratropical,114
487,Marilyn,1995,9,22,12,39.4,-57.1,996,55,Extratropical,114
488,Marilyn,1995,9,22,18,39,-56.8,998,55,Extratropical,114
489,Marilyn,1995,9,23,0,38.4,-56.7,1000,50,Extratropical,115
490,Marilyn,1995,9,23,6,37.8,-56.7,1001,45,Extratropical,115
491,Marilyn,1995,9,23,12,37.1,-56.7,1002,35,Extratropical,115
492,Marilyn,1995,9,23,18,36.6,-56.8,1003,30,Extratropical,115
493,Marilyn,1995,9,24,0,35.9,-57.2,1004,30,Extratropical,116
494,Marilyn,1995,9,24,6,35,-58.1,1004,30,Extratropical,116
495,Marilyn,1995,9,24,12,33.8,-57.7,1005,30,Extratropical,116
496,Marilyn,1995,9,24,18,33,-57,1005,30,Extratropical,116
497,Marilyn,1995,9,25,0,32.6,-56.6,1005,30,Extratropical,117
498,Marilyn,1995,9,25,6,32,-56.3,1005,30,Extratropical,117
499,Marilyn,1995,9,25,12,31.1,-56,1005,30,Extratropical,117
500,Marilyn,1995,9,25,18,30.9,-55.1,1005,30,Extratropical,117
501,Marilyn,1995,9,26,0,31,-54.7,1006,25,Extratropical,118
502,Marilyn,1995,9,26,6,31.1,-54.2,1006,25,Extratropical,118
503,Marilyn,1995,9,26,12,31.3,-53.8,1007,25,Extratropical,118
504,Marilyn,1995,9,26,18,31.5,-53.4,1008,25,Extratropical,118
505,Marilyn,1995,9,27,0,31.7,-53.1,1009,20,Extratropical,119
506,Marilyn,1995,9,27,6,31.8,-52.6,1010,20,Extratropical,119
507,Marilyn,1995,9,27,12,32.2,-52.1,1011,20,Extratropical,119
508,Marilyn,1995,9,27,18,32.6,-51.7,1012,20,Extratropical,119
509,Marilyn,1995,9,28,0,32.9,-51.4,1013,20,Extratropical,120
510,Marilyn,1995,9,28,6,33.2,-51.1,1014,20,Extratropical,120
511,Marilyn,1995,9,28,12,33.6,-50.9,1014,20,Extratropical,120
512,Marilyn,1995,9,28,18,34,-50.6,1013,20,Extratropical,120
513,Marilyn,1995,9,29,0,34.3,-49.9,1013,20,Extratropical,121
514,Marilyn,1995,9,29,6,34.8,-49.1,1014,20,Extratropical,121
515,Marilyn,1995,9,29,12,35.3,-48.2,1014,20,Extratropical,121
516,Marilyn,1995,9,29,18,35.3,-47.2,1014,20,Extratropical,121
517,Marilyn,1995,9,30,0,34.9,-47.7,1015,20,Extratropical,122
518,Marilyn,1995,9,30,6,34.6,-48.5,1015,20,Extratropical,122
519,Marilyn,1995,9,30,12,34.6,-49.3,1016,20,Extratropical,122
520,Marilyn,1995,9,30,18,34.7,-50,1016,20,Extratropical,122
521,Marilyn,1995,10,1,0,34.8,-50.5,1016,20,Extratropical,123
522,Marilyn,1995,10,1,6,35,-51,1016,20,Extratropical,123
523,Marilyn,1995,10,1,12,35.2,-51.5,1016,20,Extratropical,123
524,Marilyn,1995,10,1,18,35.3,-51.9,1016,20,Extratropical,123
525,Noel,1995,9,26,18,10.4,-37.7,1007,25,Tropical Depression,118
526,Noel,1995,9,27,0,10.9,-39,1006,30,Tropical Depression,119
527,Noel,1995,9,27,6,11.4,-40,1005,30,Tropical Depression,119
528,Noel,1995,9,27,12,12.1,-40.6,1005,35,Tropical Storm,119
529,Noel,1995,9,27,18,12.8,-41,1002,40,Tropical Storm,119
530,Noel,1995,9,28,0,13.5,-41.5,1000,45,Tropical Storm,120
531,Noel,1995,9,28,6,14,-42,998,50,Tropical Storm,120
532,Noel,1995,9,28,12,14.5,-42.4,995,60,Tropical Storm,120
533,Noel,1995,9,28,18,15.2,-42.6,987,65,Hurricane,120
534,Noel,1995,9,29,0,15.9,-42.6,987,65,Hurricane,121
535,Noel,1995,9,29,6,16.5,-42.2,987,65,Hurricane,121
536,Noel,1995,9,29,12,17.4,-41.9,987,65,Hurricane,121
537,Noel,1995,9,29,18,18.2,-41.2,987,65,Hurricane,121
538,Noel,1995,9,30,0,18.9,-40.6,987,65,Hurricane,122
539,Noel,1995,9,30,6,19.4,-40.3,987,65,Hurricane,122
540,Noel,1995,9,30,12,19.7,-40.2,990,60,Tropical Storm,122
541,Noel,1995,9,30,18,19.8,-40.1,993,55,Tropical Storm,122
542,Noel,1995,10,1,0,19.9,-40.2,994,50,Tropical Storm,123
543,Noel,1995,10,1,6,20,-40.3,995,50,Tropical Storm,123
544,Noel,1995,10,1,12,20.1,-40.4,1000,45,Tropical Storm,123
545,Noel,1995,10,1,18,20.5,-40.4,1000,45,Tropical Storm,123
546,Noel,1995,10,2,0,20.9,-40.2,1000,45,Tropical Storm,124
547,Noel,1995,10,2,6,21.5,-40.1,1000,45,Tropical Storm,124
548,Noel,1995,10,2,12,22.4,-40,1000,45,Tropical Storm,124
549,Noel,1995,10,2,18,23.5,-40.1,1000,45,Tropical Storm,124
550,Noel,1995,10,3,0,24.7,-40.3,1000,45,Tropical Storm,125
551,Noel,1995,10,3,6,25.7,-41,1000,40,Tropical Storm,125
552,Noel,1995,10,3,12,26.7,-41.8,1000,45,Tropical Storm,125
553,Noel,1995,10,3,18,27.6,-42.4,1000,45,Tropical Storm,125
554,Noel,1995,10,4,0,28.5,-42.8,999,45,Tropical Storm,126
555,Noel,1995,10,4,6,29.5,-43.1,998,50,Tropical Storm,126
556,Noel,1995,10,4,12,30.4,-43.1,997,50,Tropical Storm,126
557,Noel,1995,10,4,18,31.3,-43,994,55,Tropical Storm,126
558,Noel,1995,10,5,0,31.9,-42.7,987,65,Hurricane,127
559,Noel,1995,10,5,6,32.2,-42.3,987,65,Hurricane,127
560,Noel,1995,10,5,12,32.4,-41.5,987,65,Hurricane,127
561,Noel,1995,10,5,18,32.4,-40.5,987,65,Hurricane,127
562,Noel,1995,10,6,0,32.5,-39.4,990,60,Tropical Storm,128
563,Noel,1995,10,6,6,32.5,-38.2,994,55,Tropical Storm,128
564,Noel,1995,10,6,12,32.5,-36.9,997,50,Tropical Storm,128
565,Noel,1995,10,6,18,32.7,-35.3,1001,40,Tropical Storm,128
566,Noel,1995,10,7,0,33.2,-33.5,1004,35,Tropical Storm,129
567,Noel,1995,10,7,6,34,-31,1000,30,Extratropical,129
568,Noel,1995,10,7,12,35,-29.5,997,30,Extratropical,129
569,Noel,1995,10,7,18,36,-28,995,30,Extratropical,129
570,Opal,1995,9,27,18,19.1,-87.3,1004,25,Tropical Depression,119
571,Opal,1995,9,28,0,19.4,-87.5,1004,25,Tropical Depression,120
572,Opal,1995,9,28,6,19.4,-87.9,1004,25,Tropical Depression,120
573,Opal,1995,9,28,12,19.3,-88.2,1003,25,Tropical Depression,120
574,Opal,1995,9,28,18,19.3,-88.4,1003,25,Tropical Depression,120
575,Opal,1995,9,29,0,19.4,-88.4,1003,25,Tropical Depression,121
576,Opal,1995,9,29,6,19.5,-88.4,1003,25,Tropical Depression,121
577,Opal,1995,9,29,12,19.6,-88.3,1003,25,Tropical Depression,121
578,Opal,1995,9,29,18,19.8,-88.2,1003,30,Tropical Depression,121
579,Opal,1995,9,30,0,20.1,-88.2,1002,30,Tropical Depression,122
580,Opal,1995,9,30,6,20.6,-88.3,1002,30,Tropical Depression,122
581,Opal,1995,9,30,12,21.1,-88.5,1001,35,Tropical Storm,122
582,Opal,1995,9,30,18,21.4,-89.1,1000,40,Tropical Storm,122
583,Opal,1995,10,1,0,21.3,-89.9,994,45,Tropical Storm,123
584,Opal,1995,10,1,6,21.1,-90.7,987,45,Tropical Storm,123
585,Opal,1995,10,1,12,20.9,-91.2,986,45,Tropical Storm,123
586,Opal,1995,10,1,18,20.8,-91.6,985,50,Tropical Storm,123
587,Opal,1995,10,2,0,20.7,-91.9,984,55,Tropical Storm,124
588,Opal,1995,10,2,6,20.8,-92.1,980,60,Tropical Storm,124
589,Opal,1995,10,2,12,21,-92.3,973,65,Hurricane,124
590,Opal,1995,10,2,18,21.2,-92.3,972,65,Hurricane,124
591,Opal,1995,10,3,0,21.7,-92.2,970,70,Hurricane,125
592,Opal,1995,10,3,6,22.2,-92,969,75,Hurricane,125
593,Opal,1995,10,3,12,22.8,-91.6,968,80,Hurricane,125
594,Opal,1995,10,3,18,23.5,-91,965,85,Hurricane,125
595,Opal,1995,10,4,0,24.5,-90.1,953,100,Hurricane,126
596,Opal,1995,10,4,6,25.9,-89.4,935,110,Hurricane,126
597,Opal,1995,10,4,12,27.3,-88.5,919,130,Hurricane,126
598,Opal,1995,10,4,18,29,-87.7,938,110,Hurricane,126
599,Opal,1995,10,5,0,31,-86.8,950,80,Hurricane,127
600,Opal,1995,10,5,6,33.2,-86.2,974,50,Tropical Storm,127
601,Opal,1995,10,5,12,35.4,-85.7,982,30,Tropical Depression,127
602,Opal,1995,10,5,18,38.5,-83.5,986,40,Extratropical,127
603,Opal,1995,10,6,0,40.5,-82.3,989,40,Extratropical,128
604,Opal,1995,10,6,6,42,-80.5,991,40,Extratropical,128
605,Opal,1995,10,6,12,43.3,-78.4,997,35,Extratropical,128
606,Opal,1995,10,6,18,44.5,-76.5,1002,30,Extratropical,128
607,Pablo,1995,10,4,18,8.3,-31.4,1009,30,Tropical Depression,126
608,Pablo,1995,10,5,0,8.4,-32.8,1009,30,Tropical Depression,127
609,Pablo,1995,10,5,6,9.3,-35.1,1008,30,Tropical Depression,127
610,Pablo,1995,10,5,12,10.2,-37.5,1006,35,Tropical Storm,127
611,Pablo,1995,10,5,18,11.1,-40.1,1003,40,Tropical Storm,127
612,Pablo,1995,10,6,0,11.5,-41.9,997,50,Tropical Storm,128
613,Pablo,1995,10,6,6,12,-44,994,50,Tropical Storm,128
614,Pablo,1995,10,6,12,12.2,-45.8,995,50,Tropical Storm,128
615,Pablo,1995,10,6,18,12.4,-47.5,998,45,Tropical Storm,128
616,Pablo,1995,10,7,0,12.5,-48.8,1000,45,Tropical Storm,129
617,Pablo,1995,10,7,6,12.7,-50,1000,45,Tropical Storm,129
618,Pablo,1995,10,7,12,12.8,-51.1,1000,45,Tropical Storm,129
619,Pablo,1995,10,7,18,12.6,-52.3,1000,45,Tropical Storm,129
620,Pablo,1995,10,8,0,12.5,-53.9,1001,45,Tropical Storm,130
621,Pablo,1995,10,8,6,12.3,-55.7,1007,45,Tropical Storm,130
622,Pablo,1995,10,8,12,12.1,-57.5,1009,30,Tropical Depression,130
623,Roxanne,1995,10,7,18,14,-82.1,1005,25,Tropical Depression,129
624,Roxanne,1995,10,8,0,14.2,-82.7,1005,25,Tropical Depression,130
625,Roxanne,1995,10,8,6,14.8,-83,1005,25,Tropical Depression,130
626,Roxanne,1995,10,8,12,15,-83.2,1005,25,Tropical Depression,130
627,Roxanne,1995,10,8,18,15.7,-83.2,1004,30,Tropical Depression,130
628,Roxanne,1995,10,9,0,16.5,-83.1,1002,35,Tropical Storm,131
629,Roxanne,1995,10,9,6,17.2,-83,1001,40,Tropical Storm,131
630,Roxanne,1995,10,9,12,17.9,-82.9,999,45,Tropical Storm,131
631,Roxanne,1995,10,9,18,18.4,-82.9,995,50,Tropical Storm,131
632,Roxanne,1995,10,10,0,18.9,-83.7,989,60,Tropical Storm,132
633,Roxanne,1995,10,10,6,19.2,-84.3,985,70,Hurricane,132
634,Roxanne,1995,10,10,12,19.4,-85,972,80,Hurricane,132
635,Roxanne,1995,10,10,18,19.9,-86,966,95,Hurricane,132
636,Roxanne,1995,10,11,0,20,-87,958,100,Hurricane,133
637,Roxanne,1995,10,11,6,20,-88.1,970,90,Hurricane,133
638,Roxanne,1995,10,11,12,19.9,-89.1,983,75,Hurricane,133
639,Roxanne,1995,10,11,18,19.7,-90,987,70,Hurricane,133
640,Roxanne,1995,10,12,0,19.5,-90.8,990,65,Hurricane,134
641,Roxanne,1995,10,12,6,19.5,-91.5,992,65,Hurricane,134
642,Roxanne,1995,10,12,12,19.5,-92.2,994,55,Tropical Storm,134
643,Roxanne,1995,10,12,18,19.7,-92.6,995,55,Tropical Storm,134
644,Roxanne,1995,10,13,0,20.1,-92.8,993,55,Tropical Storm,135
645,Roxanne,1995,10,13,6,20.5,-93.1,993,55,Tropical Storm,135
646,Roxanne,1995,10,13,12,21,-93.6,992,55,Tropical Storm,135
647,Roxanne,1995,10,13,18,21.4,-93.9,988,55,Tropical Storm,135
648,Roxanne,1995,10,14,0,21.8,-93.9,982,55,Tropical Storm,136
649,Roxanne,1995,10,14,6,22.2,-93.9,981,60,Tropical Storm,136
650,Roxanne,1995,10,14,12,22.3,-93.8,980,65,Hurricane,136
651,Roxanne,1995,10,14,18,22.3,-93.3,980,70,Hurricane,136
652,Roxanne,1995,10,15,0,21.8,-92.9,979,70,Hurricane,137
653,Roxanne,1995,10,15,6,21.4,-92.4,979,75,Hurricane,137
654,Roxanne,1995,10,15,12,21,-91.9,980,75,Hurricane,137
655,Roxanne,1995,10,15,18,20.6,-91.6,980,75,Hurricane,137
656,Roxanne,1995,10,16,0,20.4,-91.5,981,75,Hurricane,138
657,Roxanne,1995,10,16,6,20.3,-91.7,984,70,Hurricane,138
658,Roxanne,1995,10,16,12,20.3,-92,985,65,Hurricane,138
659,Roxanne,1995,10,16,18,20.4,-92.2,987,65,Hurricane,138
660,Roxanne,1995,10,17,0,20.6,-92.4,991,65,Hurricane,139
661,Roxanne,1995,10,17,6,20.9,-92.6,995,60,Tropical Storm,139
662,Roxanne,1995,10,17,12,21.2,-92.9,998,55,Tropical Storm,139
663,Roxanne,1995,10,17,18,21.3,-93.1,1000,50,Tropical Storm,139
664,Roxanne,1995,10,18,0,21.5,-93.3,1003,45,Tropical Storm,140
665,Roxanne,1995,10,18,6,21.8,-93.6,1004,40,Tropical Storm,140
666,Roxanne,1995,10,18,12,22.2,-94.2,1005,35,Tropical Storm,140
667,Roxanne,1995,10,18,18,22.3,-94.7,1008,35,Tropical Storm,140
668,Roxanne,1995,10,19,0,22.3,-95.1,1009,30,Tropical Depression,141
669,Roxanne,1995,10,19,6,22.4,-95.4,1009,30,Tropical Depression,141
670,Roxanne,1995,10,19,12,22.3,-95.5,1009,30,Tropical Depression,141
671,Roxanne,1995,10,19,18,22.3,-95.6,1009,30,Tropical Depression,141
672,Roxanne,1995,10,20,0,22.4,-95.6,1009,30,Tropical Depression,142
673,Roxanne,1995,10,20,6,22,-95.5,1009,30,Tropical Depression,142
674,Roxanne,1995,10,20,12,21.5,-95.5,1009,25,Tropical Depression,142
675,Roxanne,1995,10,20,18,20.5,-95.5,1010,25,Tropical Depression,142
676,Roxanne,1995,10,21,0,19.5,-96,1011,25,Extratropical,143
677,Sebastien,1995,10,20,12,13.8,-53.8,1006,25,Tropical Depression,142
678,Sebastien,1995,10,20,18,14.8,-54.5,1005,30,Tropical Depression,142
679,Sebastien,1995,10,21,0,16,-55.1,1004,35,Tropical Storm,143
680,Sebastien,1995,10,21,6,17.6,-55.9,1004,35,Tropical Storm,143
681,Sebastien,1995,10,21,12,19,-56.3,1005,40,Tropical Storm,143
682,Sebastien,1995,10,21,18,20.1,-56.6,1007,40,Tropical Storm,143
683,Sebastien,1995,10,22,0,21.2,-56.7,1007,40,Tropical Storm,144
684,Sebastien,1995,10,22,6,21.8,-56.8,1006,40,Tropical Storm,144
685,Sebastien,1995,10,22,12,22,-57.7,1004,45,Tropical Storm,144
686,Sebastien,1995,10,22,18,21.5,-58.5,1001,55,Tropical Storm,144
687,Sebastien,1995,10,23,0,20.9,-59.5,1001,50,Tropical Storm,145
688,Sebastien,1995,10,23,6,20.1,-60.4,1002,45,Tropical Storm,145
689,Sebastien,1995,10,23,12,19.4,-61,1003,40,Tropical Storm,145
690,Sebastien,1995,10,23,18,19,-61.7,1004,35,Tropical Storm,145
691,Sebastien,1995,10,24,0,18.6,-62.3,1005,30,Tropical Depression,146
692,Sebastien,1995,10,24,6,18.3,-63,1007,30,Tropical Depression,146
693,Sebastien,1995,10,24,12,18,-63.7,1007,30,Tropical Depression,146
694,Sebastien,1995,10,24,18,17.7,-64.3,1007,25,Tropical Depression,146
695,Sebastien,1995,10,25,0,17.5,-64.5,1008,20,Extratropical,147
696,Tanya,1995,10,27,0,24.6,-59.2,1004,30,Tropical Depression,149
697,Tanya,1995,10,27,6,25.3,-58.6,1002,30,Tropical Depression,149
698,Tanya,1995,10,27,12,26.2,-57.9,1001,35,Tropical Storm,149
699,Tanya,1995,10,27,18,27.1,-57.1,998,40,Tropical Storm,149
700,Tanya,1995,10,28,0,27.2,-56.6,997,45,Tropical Storm,150
701,Tanya,1995,10,28,6,27.3,-56.2,996,45,Tropical Storm,150
702,Tanya,1995,10,28,12,27.2,-55.7,995,50,Tropical Storm,150
703,Tanya,1995,10,28,18,27.5,-54.7,992,55,Tropical Storm,150
704,Tanya,1995,10,29,0,28.4,-54.2,990,60,Tropical Storm,151
705,Tanya,1995,10,29,6,29.6,-54.2,987,60,Tropical Storm,151
706,Tanya,1995,10,29,12,30.5,-54.9,983,65,Hurricane,151
707,Tanya,1995,10,29,18,31.2,-55.3,982,70,Hurricane,151
708,Tanya,1995,10,30,0,31.8,-54.8,980,70,Hurricane,152
709,Tanya,1995,10,30,6,32.6,-54.2,980,70,Hurricane,152
710,Tanya,1995,10,30,12,33.1,-53.4,979,70,Hurricane,152
711,Tanya,1995,10,30,18,33.8,-51.8,977,75,Hurricane,152
712,Tanya,1995,10,31,0,34.6,-50.1,975,75,Hurricane,153
713,Tanya,1995,10,31,6,35.4,-48.3,972,75,Hurricane,153
714,Tanya,1995,10,31,12,36.2,-45.8,973,75,Hurricane,153
715,Tanya,1995,10,31,18,37.1,-43.2,973,75,Hurricane,153
716,Tanya,1995,11,1,0,37.8,-40.4,974,70,Hurricane,154
717,Tanya,1995,11,1,6,37.7,-37.9,974,65,Hurricane,154
718,Tanya,1995,11,1,12,37.4,-35.4,974,60,Tropical Storm,154
719,Tanya,1995,11,1,18,37.7,-31.8,972,55,Tropical Storm,154
720,Tanya,1995,11,2,0,39.2,-28.2,970,55,Extratropical,155
721,Tanya,1995,11,2,6,41.8,-25.7,971,55,Extratropical,155
722,Tanya,1995,11,2,12,44.5,-24,974,50,Extratropical,155
723,Tanya,1995,11,2,18,47.5,-23,976,45,Extratropical,155
724,Tanya,1995,11,3,0,50.5,-24,977,40,Extratropical,156
725,Arthur,1996,6,17,18,26.8,-77.8,1010,25,Tropical Depression,17
726,Arthur,1996,6,18,0,27.7,-78.3,1010,25,Tropical Depression,18
727,Arthur,1996,6,18,6,28.6,-78.8,1009,25,Tropical Depression,18
728,Arthur,1996,6,18,12,29.7,-78.8,1008,25,Tropical Depression,18
729,Arthur,1996,6,18,18,30.6,-78.7,1008,30,Tropical Depression,18
730,Arthur,1996,6,19,0,31.5,-78.7,1004,35,Tropical Storm,19
731,Arthur,1996,6,19,6,32.3,-78.6,1006,35,Tropical Storm,19
732,Arthur,1996,6,19,12,33.2,-78.1,1005,40,Tropical Storm,19
733,Arthur,1996,6,19,18,33.9,-77.3,1005,40,Tropical Storm,19
734,Arthur,1996,6,20,0,34.7,-76.4,1005,35,Tropical Storm,20
735,Arthur,1996,6,20,6,35.5,-75.4,1005,35,Tropical Storm,20
736,Arthur,1996,6,20,12,36.4,-74.1,1005,30,Tropical Depression,20
737,Arthur,1996,6,20,18,36.9,-72.5,1004,30,Tropical Depression,20
738,Arthur,1996,6,21,0,37.3,-70.3,1003,30,Tropical Depression,21
739,Arthur,1996,6,21,6,37.3,-66.5,1002,30,Tropical Depression,21
740,Arthur,1996,6,21,12,37.5,-62,1001,35,Extratropical,21
741,Arthur,1996,6,21,18,37.8,-56.2,1000,45,Extratropical,21
742,Arthur,1996,6,22,0,38.5,-50.5,998,45,Extratropical,22
743,Arthur,1996,6,22,6,40,-47,995,45,Extratropical,22
744,Arthur,1996,6,22,12,41,-43,993,45,Extratropical,22
